transaction_id,customer_id,transaction_date,region,customer_type,product,quantity,sales_amount,discount,gst_amount,payment_method,order_status,source,support_tickets
TX011633,103439,2025-11-02,Northeast,Existing,Invoice Pro,2,7612.76,0.1,1370.3,UPI,Completed,Online,2
TX011634,100443,2025-10-23,West,Existing,Invoice Pro,3,10379.68,0.15,1868.34,Card,Cancelled,Offline,1
TX011635,103704,2025-02-25,West,Existing,GST Filing,2,3654.05,0.0,657.73,UPI,Completed,Referral,1
TX011636,103352,2025-09-30,North,New,GST Filing,5,7938.51,0.05,1428.93,UPI,Cancelled,Referral,1
TX011637,103423,2026-04-08,West,Existing,Data Analytics,2,-19807.33,0.0,-3565.32,UPI,Refunded,Online,1
TX011638,102971,2026-04-17,Central,New,GST Filing,2,3381.94,0.05,608.75,UPI,Completed,Offline,1
TX011639,101462,2025-04-19,East,New,Invoice Pro,5,17436.83,0.15,3138.63,Card,Completed,Online,0
TX011640,104486,2025-12-16,North,New,Invoice Pro,5,20096.96,0.0,3617.45,Card,Completed,Online,3
TX011641,103497,2026-01-24,South,Existing,Invoice Pro,5,19351.16,0.05,3483.21,UPI,Completed,Referral,1
TX011642,104331,2025-08-13,North,Existing,Invoice Pro,3,12689.3,0.05,2284.07,Card,Completed,Online,1
TX011643,100638,2025-04-14,West,Existing,GST Filing,5,7878.1,0.1,1418.06,UPI,Completed,Online,0
TX011644,100825,2025-05-15,Northeast,Existing,Invoice Pro,5,19084.14,0.0,3435.15,UPI,Cancelled,Online,0
TX011645,102706,2026-03-15,North,New,Payroll,4,21864.0,0.1,3935.52,UPI,Completed,Online,1
TX011646,102303,2025-04-28,Central,Existing,Invoice Pro,2,8206.08,0.05,1477.09,UPI,Completed,Referral,1
TX011647,100228,2026-05-27,West,New,GST Filing,2,3777.63,0.05,679.97,Card,Completed,Offline,0
TX011648,104097,2025-09-02,North,New,Payroll,5,32321.85,0.0,5817.93,UPI,Completed,Offline,0
TX011649,103420,2026-01-29,West,Existing,Payroll,4,25848.96,0.0,4652.81,Bank Transfer,Cancelled,Offline,1
TX011650,100475,2025-08-01,North,Existing,Payroll,2,12625.84,0.0,2272.65,UPI,Completed,Offline,1
TX011651,102191,2025-09-13,North,Existing,GST Filing,1,1699.23,0.1,305.86,UPI,Completed,Online,4
TX011652,101579,2025-07-27,South,Existing,Data Analytics,5,45243.99,0.0,8143.92,Bank Transfer,Completed,Online,0
TX011653,103462,2025-10-28,Central,New,GST Filing,3,5430.47,0.0,977.48,Bank Transfer,Completed,Offline,0
TX011654,100731,2026-01-22,South,New,Data Analytics,4,36350.99,0.05,6543.18,UPI,Completed,Referral,0
TX011655,102685,2026-05-20,North,Existing,Invoice Pro,3,11484.77,0.0,2067.26,Card,Completed,Offline,1
TX011656,100103,2026-04-27,West,New,Payroll,2,13064.42,0.05,2351.6,Card,Completed,Offline,0
TX011657,100946,2026-04-09,West,New,Invoice Pro,1,4377.4,0.0,787.93,Cash,Cancelled,Online,3
TX011658,102880,2026-06-12,North,Existing,Invoice Pro,4,15687.28,0.0,2823.71,Card,Completed,Online,2
TX011659,104515,2026-03-15,East,New,GST Filing,4,5163.01,0.1,929.34,Card,Completed,Referral,2
TX011660,104372,2026-04-12,South,Existing,Payroll,2,14876.67,0.0,2677.8,UPI,Completed,Online,3
TX011661,103420,2025-04-21,South,New,GST Filing,4,7693.08,0.0,1384.75,Card,Completed,Offline,1
TX011662,103549,2025-01-20,North,Existing,Invoice Pro,1,4574.57,0.0,823.42,Card,Completed,Online,1
TX011663,100462,2025-06-29,North,Existing,Data Analytics,4,33984.97,0.05,6117.29,Card,Completed,Offline,1
TX011664,100248,2025-06-15,South,New,Invoice Pro,5,19868.05,0.05,3576.25,UPI,Completed,Online,5
TX011665,102927,2025-08-19,West,New,Invoice Pro,2,7964.51,0.0,1433.61,Card,Completed,Offline,0
TX011666,100013,2026-06-13,West,Existing,Data Analytics,1,8416.76,0.0,1515.02,Card,Completed,Offline,0
TX011667,100299,2026-03-30,Central,New,GST Filing,3,4498.62,0.0,809.75,UPI,Completed,Referral,1
TX011668,102942,2025-02-13,Central,New,Data Analytics,4,41126.19,0.0,7402.71,Card,Cancelled,Online,0
TX011669,101652,2026-02-20,West,New,Data Analytics,2,16879.93,0.15,3038.39,Card,Completed,Offline,0
TX011670,100603,2025-02-26,East,Existing,Invoice Pro,1,-4690.75,0.0,-844.33,UPI,Refunded,Online,1
TX011671,103012,2025-04-30,Northeast,Existing,Payroll,5,32094.43,0.0,5777.0,Card,Cancelled,Online,2
TX011672,101663,2025-06-17,West,Existing,Payroll,5,34681.43,0.0,6242.66,UPI,Completed,Referral,3
TX011673,102340,2026-04-07,North,Existing,Data Analytics,4,33508.49,0.05,6031.53,UPI,Completed,Online,3
TX011674,103280,2025-12-28,West,New,Payroll,5,34589.85,0.05,6226.17,Card,Completed,Online,0
TX011675,100385,2026-06-20,East,Existing,Payroll,5,33126.12,0.0,5962.7,UPI,Completed,Online,0
TX011676,102142,2026-05-14,West,New,GST Filing,5,8437.59,0.0,1518.77,Bank Transfer,Completed,Offline,1
TX011677,100356,2025-11-20,West,Existing,Data Analytics,4,31940.09,0.05,5749.22,UPI,Cancelled,Online,6
TX011678,102045,2026-02-24,North,New,GST Filing,4,7847.65,0.0,1412.58,Cash,Completed,Offline,0
TX011679,102151,2025-12-25,East,New,GST Filing,5,-8635.17,0.1,-1554.33,Cash,Refunded,Online,1
TX011680,100500,2025-09-19,South,New,Payroll,1,5784.68,0.05,1041.24,Card,Cancelled,Offline,0
TX011681,104455,2025-01-14,South,New,Data Analytics,4,34545.76,0.0,6218.24,UPI,Completed,Offline,0
TX011682,103772,2025-08-17,South,New,Invoice Pro,1,4164.32,0.05,749.58,Cash,Completed,Offline,1
TX011683,103384,2026-06-14,East,Existing,Data Analytics,3,32220.4,0.0,5799.67,Card,Completed,Online,1
TX011684,100451,2025-06-18,West,New,Data Analytics,1,9325.84,0.0,1678.65,UPI,Cancelled,Online,2
TX011685,101182,2025-03-14,West,Existing,Payroll,1,6991.57,0.0,1258.48,Bank Transfer,Completed,Offline,1
TX011686,101792,2025-03-11,North,Existing,Data Analytics,5,39716.39,0.1,7148.95,UPI,Completed,Offline,2
TX011687,100389,2025-05-09,South,Existing,Invoice Pro,3,13465.77,0.0,2423.84,UPI,Completed,Offline,2
TX011688,101279,2025-02-26,West,Existing,Payroll,1,6779.0,0.05,1220.22,Cash,Completed,Online,1
TX011689,100788,2026-03-25,Northeast,Existing,Payroll,3,21746.18,0.0,3914.31,Card,Completed,Online,1
TX011690,100735,2025-08-01,East,New,Invoice Pro,2,8616.68,0.0,1551.0,UPI,Completed,Online,1
TX011691,101805,2026-01-26,East,Existing,Payroll,5,26621.77,0.15,4791.92,UPI,Completed,Offline,1
TX011692,101875,2025-11-03,West,Existing,GST Filing,1,1923.12,0.0,346.16,UPI,Completed,Online,1
TX011693,101932,2026-04-23,North,New,GST Filing,1,1729.37,0.0,311.29,Card,Completed,Online,1
TX011694,104716,2026-03-14,North,New,GST Filing,4,6466.48,0.05,1163.97,Bank Transfer,Completed,Offline,2
TX011695,104263,2026-03-07,South,Existing,Data Analytics,4,35255.68,0.05,6346.02,UPI,Completed,Offline,0
TX011696,101732,2025-03-06,South,Existing,GST Filing,2,3233.09,0.05,581.96,Card,Completed,Online,0
TX011697,103837,2025-10-28,East,Existing,Payroll,2,14719.53,0.0,2649.52,Cash,Completed,Online,1
TX011698,102889,2025-02-08,East,New,Invoice Pro,5,17502.39,0.05,3150.43,Card,Completed,Offline,3
TX011699,102397,2025-02-13,Central,Existing,GST Filing,2,3602.78,0.0,648.5,Bank Transfer,Completed,Referral,3
TX011700,103086,2025-12-23,South,Existing,Invoice Pro,2,7354.02,0.0,1323.72,Card,Completed,Online,1
TX011701,104653,2025-12-14,East,Existing,GST Filing,2,2786.35,0.1,501.54,Card,Completed,Online,3
TX011702,104962,2025-05-08,Central,New,Invoice Pro,3,11340.92,0.05,2041.37,Card,Completed,Offline,1
TX011703,102710,2025-02-03,Northeast,New,Invoice Pro,3,13870.55,0.0,2496.7,UPI,Completed,Online,3
TX011704,100482,2026-02-26,South,Existing,GST Filing,4,7064.36,0.0,1271.58,Card,Completed,Offline,1
TX011705,101530,2025-08-02,Central,New,GST Filing,2,3395.44,0.05,611.18,Cash,Completed,Online,3
TX011706,102999,2026-01-04,West,Existing,Invoice Pro,4,14939.64,0.15,2689.14,Card,Completed,Offline,3
TX011707,102370,2025-12-04,North,New,GST Filing,5,8718.23,0.1,1569.28,Bank Transfer,Completed,Online,4
TX011708,100666,2025-09-13,East,Existing,Payroll,5,-39558.3,0.05,-7120.49,UPI,Refunded,Offline,0
TX011709,104154,2025-06-18,West,New,Invoice Pro,3,12018.46,0.0,2163.32,UPI,Completed,Online,1
TX011710,101479,2025-10-29,South,New,GST Filing,2,3646.81,0.05,656.43,UPI,Completed,Referral,0
TX011711,103062,2026-06-10,Northeast,Existing,Data Analytics,5,48686.6,0.05,8763.59,UPI,Completed,Referral,2
TX011712,102286,2025-02-22,Northeast,Existing,Data Analytics,1,8739.37,0.05,1573.09,UPI,Completed,Offline,3
TX011713,100124,2025-02-21,South,Existing,Data Analytics,4,32506.38,0.05,5851.15,Bank Transfer,Completed,Offline,0
TX011714,103202,2025-03-20,South,New,Data Analytics,2,17740.57,0.0,3193.3,Cash,Completed,Offline,0
TX011715,102223,2025-07-12,East,Existing,Invoice Pro,1,3949.29,0.1,710.87,Bank Transfer,Completed,Online,2
TX011716,104290,2026-04-01,South,Existing,GST Filing,3,5277.09,0.0,949.88,UPI,Completed,Online,0
TX011717,100678,2025-05-25,South,New,Invoice Pro,4,17415.88,0.05,3134.86,Bank Transfer,Completed,Online,1
TX011718,101225,2025-07-05,West,Existing,Payroll,2,15655.63,0.0,2818.01,UPI,Completed,Referral,2
TX011719,104246,2026-04-08,South,New,GST Filing,2,3263.58,0.0,587.44,Card,Completed,Online,0
TX011720,103884,2025-03-01,North,Existing,GST Filing,2,2914.93,0.1,524.69,Bank Transfer,Completed,Offline,1
TX011721,100553,2025-04-15,Central,Existing,Payroll,1,6062.54,0.1,1091.26,UPI,Completed,Online,2
TX011722,103842,2025-12-28,West,Existing,Invoice Pro,2,8054.36,0.05,1449.78,UPI,Completed,Online,2
TX011723,100346,2025-05-20,South,Existing,GST Filing,1,1826.94,0.0,328.85,UPI,Completed,Online,1
TX011724,102400,2025-09-02,South,Existing,Invoice Pro,3,12786.05,0.0,2301.49,UPI,Completed,Referral,1
TX011725,102866,2026-01-14,South,Existing,Data Analytics,4,31252.74,0.05,5625.49,UPI,Completed,Online,1
TX011726,100950,2025-08-18,West,New,Data Analytics,2,18281.72,0.0,3290.71,UPI,Completed,Offline,1
TX011727,102567,2025-12-26,South,Existing,GST Filing,1,1840.4,0.0,331.27,Card,Completed,Offline,0
TX011728,102159,2026-03-20,Northeast,Existing,Payroll,4,22547.92,0.0,4058.63,Cash,Completed,Online,0
TX011729,102941,2025-09-13,East,Existing,Payroll,3,20637.76,0.0,3714.8,Card,Completed,Online,3
TX011730,101278,2025-01-24,North,New,Payroll,5,32852.8,0.0,5913.5,UPI,Completed,Online,0
TX011731,101086,2025-12-21,South,New,GST Filing,2,2983.8,0.1,537.08,Bank Transfer,Completed,Online,4
TX011732,101730,2026-03-10,East,Existing,Invoice Pro,1,3805.02,0.05,684.9,Card,Completed,Referral,0
TX011733,100858,2025-05-15,South,New,Data Analytics,2,15863.45,0.0,2855.42,UPI,Completed,Referral,2
TX011734,100513,2025-05-01,East,Existing,GST Filing,1,1734.79,0.0,312.26,UPI,Completed,Online,1
TX011735,102803,2026-05-29,South,Existing,GST Filing,5,6800.99,0.05,1224.18,Bank Transfer,Completed,Online,2
TX011736,104487,2026-03-08,East,Existing,GST Filing,3,4952.02,0.05,891.36,UPI,Completed,Online,0
TX011737,103717,2026-05-10,West,Existing,GST Filing,1,1891.68,0.0,340.5,UPI,Completed,Online,1
TX011738,104635,2025-04-01,Central,Existing,Invoice Pro,3,12112.59,0.1,2180.27,Cash,Completed,Online,1
TX011739,103565,2025-10-07,North,Existing,GST Filing,2,3846.16,0.0,692.31,UPI,Completed,Referral,1
TX011740,100753,2025-10-20,South,Existing,GST Filing,5,8270.32,0.1,1488.66,UPI,Completed,Offline,2
TX011741,103101,2025-11-15,East,Existing,GST Filing,1,1642.71,0.0,295.69,Card,Completed,Online,0
TX011742,100885,2026-01-08,South,Existing,GST Filing,4,7182.84,0.05,1292.91,UPI,Completed,Offline,3
TX011743,102789,2025-11-08,West,Existing,Payroll,2,14959.42,0.0,2692.7,Bank Transfer,Completed,Online,0
TX011744,101855,2025-12-31,West,New,Payroll,1,6630.03,0.05,1193.41,UPI,Completed,Referral,0
TX011745,100045,2026-03-01,West,Existing,GST Filing,5,9609.74,0.0,1729.75,UPI,Completed,Online,2
TX011746,103288,2025-05-18,East,Existing,GST Filing,4,6820.84,0.1,1227.75,Bank Transfer,Completed,Online,1
TX011747,101775,2025-10-12,South,New,Invoice Pro,1,3705.38,0.1,666.97,UPI,Completed,Online,0
TX011748,102990,2026-03-17,West,Existing,GST Filing,4,6566.78,0.0,1182.02,Card,Completed,Online,2
TX011749,103027,2025-12-31,South,New,GST Filing,2,3556.81,0.0,640.23,Bank Transfer,Completed,Online,0
TX011750,100837,2025-07-24,Central,New,Data Analytics,2,17196.95,0.05,3095.45,UPI,Completed,Online,1
TX011751,102234,2026-02-19,North,Existing,GST Filing,1,1653.69,0.1,297.66,UPI,Cancelled,Offline,2
TX011752,103324,2026-01-13,South,Existing,Data Analytics,2,21755.31,0.0,3915.96,Card,Completed,Online,2
TX011753,100947,2025-06-16,East,New,GST Filing,1,1613.86,0.1,290.49,Card,Completed,Online,1
TX011754,100028,2026-03-16,Central,Existing,GST Filing,4,7141.97,0.0,1285.55,UPI,Completed,Online,0
TX011755,104773,2025-12-01,Central,Existing,GST Filing,2,3517.99,0.0,633.24,UPI,Completed,Online,0
TX011756,102672,2026-02-14,West,Existing,Invoice Pro,2,7161.69,0.1,1289.1,Card,Completed,Online,2
TX011757,100331,2025-12-06,Northeast,New,Invoice Pro,4,14776.15,0.1,2659.71,Card,Completed,Offline,3
TX011758,102563,2025-07-28,East,Existing,GST Filing,3,6246.47,0.0,1124.36,UPI,Completed,Online,3
TX011759,100504,2025-07-25,West,New,Data Analytics,3,29671.0,0.05,5340.78,UPI,Completed,Offline,1
TX011760,101239,2025-08-01,South,New,GST Filing,5,8137.83,0.1,1464.81,UPI,Completed,Online,3
TX011761,100980,2025-05-02,North,Existing,Data Analytics,3,30359.62,0.0,5464.73,UPI,Completed,Offline,2
TX011762,101937,2025-12-24,South,New,GST Filing,5,7550.06,0.1,1359.01,Bank Transfer,Completed,Offline,1
TX011763,104042,2025-10-08,Central,Existing,GST Filing,4,6487.48,0.0,1167.75,UPI,Completed,Online,1
TX011764,103808,2025-12-26,West,Existing,Data Analytics,4,35804.8,0.0,6444.86,UPI,Completed,Online,1
TX011765,102156,2025-06-08,West,Existing,Data Analytics,5,45404.6,0.05,8172.83,UPI,Completed,Referral,0
TX011766,101882,2025-03-10,East,Existing,Data Analytics,2,18568.15,0.0,3342.27,UPI,Completed,Online,1
TX011767,101231,2025-11-17,Central,New,GST Filing,5,8457.49,0.05,1522.35,Bank Transfer,Completed,Offline,1
TX011768,104928,2025-04-07,West,New,GST Filing,4,6862.34,0.05,1235.22,UPI,Completed,Online,2
TX011769,103780,2025-03-01,North,Existing,Invoice Pro,1,3841.5,0.0,691.47,Cash,Completed,Offline,1
TX011770,100020,2026-05-26,South,New,GST Filing,2,3365.61,0.0,605.81,Card,Cancelled,Online,3
TX011771,103050,2026-02-28,South,New,Payroll,1,5598.58,0.1,1007.74,UPI,Cancelled,Online,2
TX011772,101424,2025-02-12,Central,Existing,GST Filing,3,4423.93,0.15,796.31,Card,Completed,Referral,1
TX011773,100526,2025-10-23,East,Existing,Data Analytics,3,30620.13,0.0,5511.62,Cash,Completed,Online,0
TX011774,101763,2025-03-01,Central,Existing,GST Filing,1,1761.99,0.0,317.16,Card,Completed,Online,1
TX011775,104902,2026-05-01,Central,New,GST Filing,4,7084.52,0.0,1275.21,Card,Completed,Online,2
TX011776,101137,2026-03-06,West,Existing,Invoice Pro,2,8396.57,0.0,1511.38,Card,Completed,Referral,3
TX011777,100838,2026-05-07,North,Existing,Payroll,5,26218.42,0.15,4719.32,Card,Completed,Online,2
TX011778,100304,2025-12-09,Northeast,Existing,GST Filing,4,6402.47,0.1,1152.44,Card,Completed,Referral,2
TX011779,103034,2026-04-07,North,Existing,Payroll,3,22271.89,0.0,4008.94,Card,Completed,Referral,1
TX011780,102398,2026-03-31,North,Existing,GST Filing,5,9521.73,0.0,1713.91,Card,Completed,Offline,0
TX011781,104506,2026-04-29,Central,Existing,Data Analytics,4,35880.23,0.05,6458.44,Card,Completed,Online,0
TX011782,102638,2025-04-24,North,Existing,GST Filing,3,5242.81,0.0,943.71,UPI,Completed,Referral,0
TX011783,101760,2025-06-22,South,New,Invoice Pro,5,19621.88,0.05,3531.94,Card,Cancelled,Offline,0
TX011784,102867,2025-07-29,Northeast,Existing,GST Filing,5,9238.6,0.0,1662.95,Card,Completed,Referral,0
TX011785,100586,2025-05-30,East,Existing,GST Filing,2,3715.68,0.0,668.82,UPI,Completed,Offline,2
TX011786,104667,2025-05-16,West,Existing,Payroll,1,5919.02,0.0,1065.42,UPI,Completed,Online,3
TX011787,104901,2026-02-01,South,Existing,GST Filing,5,8019.58,0.1,1443.52,UPI,Completed,Offline,1
TX011788,101496,2025-08-14,West,Existing,Payroll,2,10115.18,0.1,1820.73,Card,Completed,Referral,1
TX011789,102579,2026-03-10,North,Existing,Payroll,3,20870.82,0.05,3756.75,UPI,Completed,Offline,4
TX011790,103045,2026-04-11,West,Existing,Data Analytics,4,36177.26,0.0,6511.91,UPI,Completed,Online,1
TX011791,103216,2025-07-16,South,New,Invoice Pro,1,3934.81,0.0,708.27,UPI,Completed,Offline,1
TX011792,104415,2025-02-15,East,Existing,GST Filing,3,4627.49,0.0,832.95,Card,Completed,Offline,2
TX011793,100974,2025-01-14,North,New,GST Filing,2,3620.02,0.0,651.6,Card,Completed,Referral,4
TX011794,104926,2025-04-30,East,New,Data Analytics,3,22846.47,0.15,4112.36,Card,Completed,Online,2
TX011795,101264,2025-05-02,North,Existing,GST Filing,2,3261.95,0.05,587.15,UPI,Completed,Offline,1
TX011796,101746,2025-12-13,South,Existing,Payroll,2,12157.31,0.0,2188.32,UPI,Completed,Offline,0
TX011797,104031,2025-02-04,Central,Existing,GST Filing,3,4978.43,0.0,896.12,UPI,Completed,Online,0
TX011798,104812,2025-08-09,Northeast,Existing,GST Filing,5,8719.28,0.0,1569.47,UPI,Completed,Offline,0
TX011799,103038,2025-03-29,West,Existing,Payroll,3,19617.39,0.0,3531.13,UPI,Completed,Offline,0
TX011800,101830,2026-03-03,West,Existing,GST Filing,5,9532.83,0.0,1715.91,Card,Completed,Online,4
TX011801,104511,2025-09-30,West,New,Invoice Pro,1,3688.63,0.1,663.95,Bank Transfer,Completed,Online,1
TX011802,104063,2025-09-17,North,Existing,Invoice Pro,3,10157.37,0.1,1828.33,Bank Transfer,Completed,Online,1
TX011803,102088,2025-01-05,East,Existing,Data Analytics,5,50750.04,0.0,9135.01,Cash,Completed,Online,4
TX011804,101997,2026-02-20,Central,Existing,Data Analytics,1,10016.09,0.0,1802.9,UPI,Completed,Online,3
TX011805,100796,2025-09-27,West,Existing,Data Analytics,2,14966.86,0.0,2694.03,Card,Completed,Online,0
TX011806,104665,2025-07-13,Central,New,Invoice Pro,4,15834.08,0.1,2850.13,UPI,Completed,Online,0
TX011807,101076,2025-09-09,South,New,Payroll,5,30840.36,0.15,5551.26,UPI,Completed,Referral,3
TX011808,102000,2025-05-27,North,Existing,GST Filing,2,3949.21,0.0,710.86,Card,Cancelled,Online,1
TX011809,103611,2026-02-12,South,New,GST Filing,2,3147.84,0.05,566.61,Card,Completed,Offline,1
TX011810,104398,2025-01-02,North,Existing,Invoice Pro,2,9025.57,0.0,1624.6,Bank Transfer,Completed,Online,1
TX011811,104448,2025-09-10,North,New,GST Filing,1,1726.38,0.05,310.75,Card,Completed,Online,2
TX011812,100399,2026-01-12,East,New,Payroll,4,21986.77,0.0,3957.62,Card,Completed,Referral,0
TX011813,100361,2025-01-22,West,New,GST Filing,5,8415.13,0.05,1514.72,UPI,Completed,Referral,0
TX011814,103875,2025-07-22,Central,Existing,Invoice Pro,5,23228.05,0.0,4181.05,UPI,Completed,Online,2
TX011815,100794,2025-03-17,West,Existing,GST Filing,5,8843.12,0.0,1591.76,Bank Transfer,Completed,Offline,0
TX011816,101543,2025-09-29,Central,Existing,GST Filing,3,4415.31,0.05,794.76,UPI,Completed,Online,2
TX011817,102407,2025-01-29,East,Existing,Invoice Pro,3,11534.17,0.05,2076.15,Bank Transfer,Completed,Online,2
TX011818,101288,2026-04-07,North,Existing,Invoice Pro,3,13006.8,0.0,2341.22,UPI,Completed,Referral,1
TX011819,103761,2025-04-19,East,Existing,GST Filing,2,3082.73,0.0,554.89,Bank Transfer,Completed,Offline,0
TX011820,102502,2025-12-02,South,New,GST Filing,5,7276.84,0.05,1309.83,Card,Completed,Offline,0
TX011821,100970,2025-11-11,North,Existing,GST Filing,2,3384.95,0.05,609.29,UPI,Completed,Offline,2
TX011822,100090,2026-01-13,South,New,Invoice Pro,3,10854.18,0.1,1953.75,Card,Completed,Online,1
TX011823,103477,2025-05-21,West,New,GST Filing,2,3445.08,0.15,620.11,Card,Completed,Offline,2
TX011824,100807,2026-01-08,East,Existing,Payroll,4,26342.36,0.0,4741.62,UPI,Cancelled,Online,0
TX011825,104537,2025-02-09,South,New,GST Filing,4,5278.23,0.1,950.08,Bank Transfer,Completed,Online,1
TX011826,103093,2025-11-28,North,Existing,Payroll,5,35644.87,0.0,6416.08,UPI,Completed,Offline,2
TX011827,102444,2026-06-16,South,New,Invoice Pro,5,21706.98,0.0,3907.26,Bank Transfer,Completed,Online,0
TX011828,101351,2026-05-17,South,New,Payroll,1,6566.42,0.05,1181.96,UPI,Completed,Online,1
TX011829,103716,2025-08-02,North,Existing,GST Filing,1,1852.28,0.0,333.41,Bank Transfer,Completed,Online,3
TX011830,100467,2025-11-20,East,New,Payroll,4,28200.58,0.0,5076.1,UPI,Completed,Online,4
TX011831,102828,2025-12-25,South,New,Invoice Pro,1,4194.32,0.0,754.98,Bank Transfer,Completed,Online,5
TX011832,103891,2025-03-03,Central,New,Data Analytics,4,38048.26,0.0,6848.69,UPI,Cancelled,Offline,2
TX011833,102910,2025-09-20,South,New,Data Analytics,5,48361.48,0.0,8705.07,UPI,Completed,Online,2
TX011834,102883,2026-06-01,South,Existing,GST Filing,5,8832.0,0.05,1589.76,Card,Completed,Online,2
TX011835,103411,2025-05-19,Central,New,GST Filing,3,4973.61,0.0,895.25,Card,Completed,Online,0
TX011836,100861,2025-10-01,East,New,GST Filing,3,5396.14,0.0,971.31,Card,Completed,Online,0
TX011837,101792,2025-09-17,South,Existing,Payroll,2,16341.08,0.0,2941.39,UPI,Completed,Referral,1
TX011838,101840,2025-05-25,South,Existing,Payroll,4,27392.54,0.0,4930.66,UPI,Completed,Offline,2
TX011839,104232,2026-06-15,South,New,Payroll,5,31450.86,0.0,5661.15,Cash,Completed,Online,0
TX011840,102964,2026-07-02,West,Existing,GST Filing,3,5379.59,0.0,968.33,Cash,Completed,Online,0
TX011841,100356,2025-08-24,North,Existing,Invoice Pro,3,12752.14,0.0,2295.39,Bank Transfer,Completed,Online,3
TX011842,100839,2026-06-28,East,New,Invoice Pro,4,17784.49,0.05,3201.21,Cash,Cancelled,Referral,2
TX011843,101127,2025-11-20,East,Existing,GST Filing,2,3502.19,0.0,630.39,Card,Completed,Online,3
TX011844,102294,2025-03-19,North,Existing,Invoice Pro,3,11833.72,0.1,2130.07,Cash,Completed,Referral,4
TX011845,100965,2025-05-10,South,Existing,GST Filing,5,8937.28,0.0,1608.71,Card,Completed,Referral,2
TX011846,103000,2025-11-23,Northeast,New,GST Filing,2,3472.64,0.0,625.08,Card,Completed,Referral,1
TX011847,104597,2025-07-30,West,Existing,GST Filing,4,-6944.16,0.0,-1249.95,Bank Transfer,Refunded,Online,2
TX011848,101814,2025-05-15,North,Existing,GST Filing,2,4107.78,0.0,739.4,Bank Transfer,Completed,Referral,0
TX011849,103136,2025-06-28,North,New,GST Filing,3,5311.62,0.0,956.09,Bank Transfer,Completed,Online,4
TX011850,102628,2025-03-28,Northeast,Existing,GST Filing,3,5068.35,0.0,912.3,Bank Transfer,Completed,Online,2
TX011851,100659,2025-01-03,South,New,Invoice Pro,2,8263.42,0.0,1487.42,Card,Completed,Online,3
TX011852,104723,2025-04-28,East,New,GST Filing,3,5017.54,0.0,903.16,UPI,Completed,Online,0
TX011853,104020,2026-03-12,West,New,Invoice Pro,5,21797.28,0.0,3923.51,Card,Completed,Online,2
TX011854,101873,2025-03-22,West,New,Invoice Pro,5,20006.19,0.05,3601.11,UPI,Completed,Referral,2
TX011855,102285,2025-09-12,East,Existing,GST Filing,4,6916.25,0.0,1244.92,Card,Completed,Offline,0
TX011856,100372,2025-09-27,West,New,Payroll,2,12892.33,0.0,2320.62,Card,Cancelled,Offline,1
TX011857,103729,2025-11-11,West,Existing,Invoice Pro,1,3838.25,0.05,690.88,UPI,Completed,Online,4
TX011858,102801,2026-05-11,South,New,Invoice Pro,1,4608.22,0.0,829.48,Card,Completed,Online,2
TX011859,101332,2025-03-19,North,Existing,Payroll,5,33716.87,0.05,6069.04,Card,Completed,Online,1
TX011860,104216,2025-07-18,Northeast,Existing,GST Filing,5,8314.93,0.05,1496.69,Card,Completed,Online,1
TX011861,103323,2025-06-18,Central,Existing,Data Analytics,3,29232.91,0.0,5261.92,UPI,Completed,Online,1
TX011862,104306,2026-02-26,North,Existing,Payroll,2,11387.54,0.05,2049.76,UPI,Completed,Referral,0
TX011863,100327,2026-06-23,West,New,GST Filing,1,1831.06,0.0,329.59,UPI,Completed,Online,1
TX011864,100162,2025-07-18,West,New,GST Filing,1,1900.69,0.0,342.12,UPI,Completed,Online,2
TX011865,102790,2025-11-19,North,New,GST Filing,4,7212.21,0.0,1298.2,UPI,Completed,Online,4
TX011866,100766,2025-05-05,East,Existing,Invoice Pro,5,20381.18,0.0,3668.61,UPI,Completed,Online,2
TX011867,103248,2026-04-11,East,New,Payroll,1,5606.52,0.0,1009.17,Card,Completed,Online,1
TX011868,104095,2026-06-26,East,Existing,GST Filing,2,3572.26,0.1,643.01,Cash,Completed,Online,0
TX011869,103158,2025-01-19,South,Existing,Payroll,4,28168.96,0.0,5070.41,Bank Transfer,Completed,Referral,0
TX011870,100768,2025-05-01,West,Existing,Invoice Pro,2,7916.56,0.1,1424.98,UPI,Completed,Online,1
TX011871,101872,2025-03-20,North,Existing,Payroll,4,24711.32,0.0,4448.04,UPI,Completed,Online,0
TX011872,103039,2025-01-14,West,Existing,Payroll,5,32206.02,0.1,5797.08,Cash,Cancelled,Online,0
TX011873,104868,2025-11-22,South,Existing,Payroll,5,33468.04,0.0,6024.25,UPI,Completed,Offline,0
TX011874,100624,2025-12-09,Central,Existing,GST Filing,1,1755.33,0.0,315.96,Cash,Completed,Referral,0
TX011875,103181,2026-05-24,South,New,Payroll,1,6275.3,0.05,1129.55,Cash,Completed,Online,3
TX011876,101635,2025-02-27,South,New,Data Analytics,2,16701.95,0.0,3006.35,Card,Completed,Online,1
TX011877,101572,2026-03-04,Central,New,Data Analytics,1,9195.94,0.0,1655.27,UPI,Completed,Offline,2
TX011878,100737,2025-05-26,West,Existing,Invoice Pro,1,4387.7,0.1,789.79,UPI,Completed,Referral,1
